3731.07;79.6;97.8526;
3731.07;79.5;0;
3771.04;79.4;60.4438;
3771.04;79.3;0;
3771.04;79.2;0;
3771.04;79.1;0;
3771.04;79;18.4542;
3771.04;78.9;0;
3771.04;78.8;0;
3771.04;78.7;0;
3772.96;78.6;97.5966;
3772.96;78.5;0;
3772.96;78.4;0;
3772.96;78.3;0;
3772.96;78.2;0;
3772.96;78.1;0;
3772.96;78;0;
3805.6;77.9;65.7681;
3805.6;77.8;0;
3810.02;77.7;94.4708;
3810.02;77.6;34.9844;
3827.56;77.5;79.7443;
3827.56;77.4;30.3443;
3827.56;77.3;40.8196;
3827.56;77.2;0;
3827.56;77.1;0;
3827.56;77;87.1387;
3827.56;76.9;0;
3827.56;76.8;0;
3850.93;76.7;73.7332;
3850.93;76.6;0;
3850.93;76.5;0;
3850.93;76.4;0;
3850.93;76.3;0;
3850.93;76.2;0;
3850.93;76.1;0;
3850.93;76;0;
3850.93;75.9;49.268;
3850.93;75.8;0;
3850.93;75.7;19.08;
3850.93;75.6;0;
3850.93;75.5;0;
3850.93;75.4;0;
3850.93;75.3;0;
3851.74;75.2;98.9296;
3851.74;75.1;0;
3851.74;75;0;
3851.74;74.9;0;
3838.59;74.8;119.22;
3838.59;74.7;0;
3838.59;74.6;2.58698;
3913.98;74.5;36.3516;
3913.98;74.4;0;
3913.98;74.3;0;
3913.98;74.2;16.5385;
3913.98;74.1;0;
3913.98;74;32.9863;
3913.98;73.9;0;
3913.98;73.8;44.0213;
3913.98;73.7;0;
3913.98;73.6;0;
3913.98;73.5;0;
3913.98;73.4;71.5737;
3913.98;73.3;0;
3920.72;73.2;91.2032;
3920.72;73.1;41.1851;
3920.72;73;0;
3920.72;72.9;0;
3920.72;72.8;0;
3920.72;72.7;0;
3916.42;72.6;106.1;
3916.42;72.5;0;
3938.44;72.4;73.7759;
3938.44;72.3;0;
3938.44;72.2;0;
3938.44;72.1;14.3651;
3938.44;72;0;
3938.44;71.9;35.9349;
3962.68;71.8;71.3464;
3867.63;71.7;376.472;
3867.63;71.6;28.8689;
3892.52;71.5;70.6031;
3892.52;71.4;0;
3892.52;71.3;13.8593;
3892.52;71.2;0;
3879.13;71.1;120.73;
3879.13;71;0;
3923.12;70.9;53.7653;
3858.34;70.8;249.691;
3858.34;70.7;0;
3858.34;70.6;0;
3858.34;70.5;0;
3858.34;70.4;0;
3878.89;70.3;74.6452;
3878.89;70.2;36.6406;
3878.89;70.1;0;
3962.58;70;30.2561;
3962.58;69.9;0;
3923.09;69.8;176.066;
3923.09;69.7;0;
3923.09;69.6;17.5146;
3923.09;69.5;0;
3996.61;69.4;34.6707;
3996.61;69.3;0;
3996.61;69.2;26.9056;
3996.61;69.1;22.0972;
3996.61;69;0;
3996.34;68.9;100.384;
3996.34;68.8;0;
3996.34;68.7;0;
3915.09;68.6;326.864;
3915.09;68.5;0;
3915.09;68.4;0;
3934.56;68.3;75.1981;
3934.56;68.2;0;
3934.56;68.1;62.4599;
3942;68;89.6347;
3942;67.9;0;
3942;67.8;0;
3942;67.7;11.0962;
3942;67.6;0;
3942;67.5;0;
3942;67.4;0;
3955.96;67.3;81.2669;
3955.96;67.2;25.8137;
3938.13;67.1;130.45;
3984.76;67;49.8549;
3984.76;66.9;31.1514;
3977.55;66.8;111.409;
3977.55;66.7;0;
3977.55;66.6;0;
3989.75;66.5;83.2378;
3989.75;66.4;0;
3989.75;66.3;0;
3989.75;66.2;70.901;
3943.42;66.1;201.557;
3943.42;66;0;
3943.42;65.9;0;
3943.42;65.8;0;
3943.42;65.7;0;
3943.42;65.6;88.8841;
3943.42;65.5;0;
3943.42;65.4;32.3524;
3943.42;65.3;0;
3943.42;65.2;0;
3943.42;65.1;0;
3943.42;65;67.5585;
3940.5;64.9;104.603;
3940.45;64.8;100.065;
3901.66;64.7;182.147;
3901.66;64.6;0;
3856.94;64.5;200.023;
3856.94;64.4;0;
3856.94;64.3;0;
3856.94;64.2;0;
3827.79;64.1;157.581;
3827.79;64;0;
3827.79;63.9;0;
3827.79;63.8;27.4729;
3827.79;63.7;0;
3827.79;63.6;0;
3827.79;63.5;16.4105;
3827.79;63.4;0;
3827.79;63.3;0;
3827.79;63.2;0;
3827.79;63.1;0;
3846.67;63;74.1057;
3846.67;62.9;0;
3846.67;62.8;0;
3846.67;62.7;0;
3846.67;62.6;27.6591;
3804.72;62.5;195.653;
3827.5;62.4;69.4125;
3827.5;62.3;0;
3869.23;62.2;51.1289;
3869.23;62.1;11.7398;
3869.23;62;100;
3869.23;61.9;0;
3869.23;61.8;5.02239;
3869.23;61.7;0;
3851.02;61.6;134.394;
3851.02;61.5;0;
3851.02;61.4;0;
3851.02;61.3;0;
3851.02;61.2;0;
3851.02;61.1;0;
3901.99;61;43.3654;
3901.99;60.9;0;
3901.99;60.8;0;
3911.65;60.7;85.2887;
3911.65;60.6;0;
3911.65;60.5;0;
3911.65;60.4;0;
3911.32;60.3;100.537;
3918.05;60.2;89.4256;
3918.05;60.1;0;
3918.05;60;0;
3923.5;59.9;91.3001;
3923.5;59.8;0;
3958.46;59.7;55.6766;
3973.72;59.6;77.4171;
3973.72;59.5;0;
3973.72;59.4;0;
3973.72;59.3;0;
3973.72;59.2;0;
3959.88;59.1;126.386;
3959.88;59;0;
3959.88;58.9;78.9796;
3959.88;58.8;0;
3850.78;58.7;641.47;
3861.65;58.6;83.0698;
3861.65;58.5;0;
3861.65;58.4;0;
3861.65;58.3;0;
3850.85;58.2;120.386;
3850.85;58.1;23.6255;
3850.85;58;0;
3810.26;57.9;201.597;
3810.26;57.8;0;
3810.26;57.7;0;
3810.26;57.6;43.6959;
3810.26;57.5;0;
3810.26;57.4;0;
3810.26;57.3;0;
3817.26;57.2;88.4762;
3802.22;57.1;130.144;
3817.66;57;76.2723;
3824.56;56.9;88.5773;
3910.44;56.8;22.0448;
3910.44;56.7;0;
3880.91;56.6;168.519;
3880.91;56.5;0;
3880.91;56.4;0;
3880.91;56.3;35.4384;
3880.91;56.2;53.5639;
3880.91;56.1;0;
3880.91;56;0;
3880.91;55.9;0;
3880.91;55.8;0;
3880.91;55.7;0;
3923.81;55.6;46.2254;
3923.81;55.5;0;
3923.81;55.4;54.5087;
3937.05;55.3;78.7039;
3937.05;55.2;0;
3937.05;55.1;0;
3937.05;55;0;
3937.05;54.9;57.2115;
3994.17;54.8;35.262;
3994.17;54.7;0;
3994.17;54.6;20.3557;
3994.17;54.5;34.9079;
3982.53;54.4;123.878;
3982.53;54.3;0;
3982.53;54.2;0;
3982.53;54.1;0;
3982.53;54;8.64548;
3982.53;53.9;0;
3978.89;53.8;106.995;
3978.89;53.7;0;
3978.89;53.6;0;
3964.55;53.5;130.731;
3964.55;53.4;0;
3964.55;53.3;19.5028;
3964.55;53.2;0;
3964.55;53.1;37.6824;
3999.85;53;51.3784;
3994.59;52.9;110.457;
3994.59;52.8;56.7508;
3994.59;52.7;0;
3994.59;52.6;0;
3994.59;52.5;0;
3994.59;52.4;0;
3994.59;52.3;0;
3994.59;52.2;11.8607;
3994.59;52.1;49.2409;
3994.59;52;0;
3994.59;51.9;0;
3994.59;51.8;0;
3994.59;51.7;0;
3994.59;51.6;0;
3989.1;51.5;111.238;
3989.1;51.4;0;
3989.1;51.3;0;
3989.1;51.2;0;
3989.1;51.1;39.7547;
3989.1;51;82.0969;
3989.1;50.9;25.7931;
3989.1;50.8;0;
3911.39;50.7;463.061;
3875.76;50.6;202.213;
3850.44;50.5;165.118;
3850.44;50.4;0;
3850.44;50.3;2.98986;
3850.44;50.2;0;
3850.44;50.1;4.41991;
3850.44;50;11.4078;
3850.44;49.9;0;
3850.44;49.8;10.1938;
3850.44;49.7;0;
3850.44;49.6;0;
3850.44;49.5;0;
3809.75;49.4;227.871;
3809.75;49.3;0;
3809.75;49.2;50.2884;
3809.75;49.1;9.7945;
3809.75;49;0;
3757.8;48.9;289.314;
3757.8;48.8;0;
3757.8;48.7;0;
3809.19;48.6;34.7414;
3809.19;48.5;76.037;
3809.19;48.4;0;
3809.19;48.3;0;
3776.48;48.2;197.106;
3776.48;48.1;0;
3758.29;48;146.08;
3758.29;47.9;0;
3762.28;47.8;91.9909;
3858.91;47.7;13.1883;
3858.91;47.6;0;
3858.91;47.5;0;
3858.91;47.4;0;
3871.32;47.3;76.9188;
3836.5;47.2;209.125;
3836.5;47.1;0;
3779.77;47;334.35;
3779.77;46.9;26.4815;
3779.77;46.8;23.8884;
3880.63;46.7;11.5362;
3880.63;46.6;0;
3880.63;46.5;0;
3869.76;46.4;126.38;
3869.76;46.3;0;
3869.76;46.2;0;
3869.76;46.1;0;
3869.76;46;27.6045;
3844.89;45.9;171.949;
3844.89;45.8;0;
3844.89;45.7;0;
3844.89;45.6;0;
3844.89;45.5;0;
3844.89;45.4;0;
3844.89;45.3;0;
3844.89;45.2;0;
3844.89;45.1;0;
3844.89;45;0;
3843.44;44.9;103.276;
3969.01;44.8;6.06381;
3969.01;44.7;0;
3969.01;44.6;0;
3969.01;44.5;63.3093;
3969.01;44.4;6.70229;
3969.01;44.3;0;
3969.01;44.2;0;
3969.01;44.1;0;
3969.01;44;0;
3969.01;43.9;0;
3969.01;43.8;0;
3969.01;43.7;37.9025;
3943.7;43.6;178.676;
3943.7;43.5;0;
3943.7;43.4;0;
3943.7;43.3;0;
3943.7;43.2;0;
3943.7;43.1;0;
3943.7;43;62.1773;
3943.7;42.9;12.2458;
3943.7;42.8;0;
3943.7;42.7;0;
3943.7;42.6;0;
3943.7;42.5;0;
3955.09;42.4;76.436;
3955.09;42.3;0;
3955.09;42.2;0;
3955.09;42.1;0;
3955.09;42;12.0931;
3955.09;41.9;52.7949;
3955.09;41.8;0;
3955.09;41.7;0;
3955.09;41.6;73.4658;
3955.09;41.5;0;
3955.09;41.4;9.53061;
3955.09;41.3;0;
3942.91;41.2;134.411;
3942.91;41.1;0;
3942.91;41;0;
3942.91;40.9;100;
3942.91;40.8;0;
3942.91;40.7;0;
3942.91;40.6;0;
3945.32;40.5;94.2114;
3958.21;40.4;72.6901;
3958.21;40.3;0;
3958.21;40.2;0;
3958.21;40.1;0;
3958.21;40;0;
3958.21;39.9;0;
3862.67;39.8;1102.92;
3862.67;39.7;0;
3862.67;39.6;0;
3862.67;39.5;0;
3862.67;39.4;10.0599;
3822.21;39.3;279.936;
3822.21;39.2;0;
3822.21;39.1;0;
3822.21;39;0;
3813.2;38.9;126.082;
3813.2;38.8;7.61119;
3813.2;38.7;0;
3813.2;38.6;0;
3813.2;38.5;0;
3813.2;38.4;0;
3813.2;38.3;0;
3813.2;38.2;0;
3813.2;38.1;0;
3813.2;38;12.3334;
3813.2;37.9;33.7764;
3813.2;37.8;0;
3813.2;37.7;0;
3813.2;37.6;0;
3813.2;37.5;35.7836;
3813.2;37.4;0;
3813.2;37.3;0;
3813.2;37.2;0;
3833.76;37.1;57.4567;
3833.76;37;33.5002;
3824.14;36.9;129.775;
3824.14;36.8;14.2533;
3824.14;36.7;38.5722;
3824.14;36.6;0;
3824.14;36.5;0;
3824.14;36.4;19.6221;
3749.18;36.3;788.571;
3749.18;36.2;0;
3749.18;36.1;0;
3707.15;36;321.395;
3707.15;35.9;0;
3707.15;35.8;0;
3707.15;35.7;0;
3707.15;35.6;0;
3707.15;35.5;0;
3707.15;35.4;0;
3655.06;35.3;437.409;
3655.06;35.2;0;
3655.06;35.1;0;
3655.06;35;0;
3655.06;34.9;0;
3655.06;34.8;0;
3655.06;34.7;0;
3655.06;34.6;0;
3655.06;34.5;20.5972;
3655.06;34.4;10.6812;
3655.06;34.3;0;
3655.06;34.2;19.0034;
3655.06;34.1;12.8931;
3655.06;34;0;
3592.35;33.9;635.739;
3592.35;33.8;0;
3592.35;33.7;14.9939;
3592.35;33.6;1.99744;
3592.35;33.5;0.719848;
3592.35;33.4;0;
3593.92;33.3;95.3983;
3593.92;33.2;0;
3593.92;33.1;0;
3593.92;33;0;
3593.92;32.9;31.365;
3593.92;32.8;2.80019;
3593.92;32.7;49.502;
3593.92;32.6;0;
3593.92;32.5;0;
3593.92;32.4;0;
3593.92;32.3;0;
3598.83;32.2;85.8523;
3598.83;32.1;0;
3598.83;32;0;
3598.83;31.9;57.4139;
3598.83;31.8;0;
3627.91;31.7;39.9564;
3627.91;31.6;0.161252;
3627.91;31.5;0;
3627.91;31.4;0;
3627.91;31.3;16.8556;
3627.91;31.2;0;
3627.91;31.1;0;
3627.91;31;0;
3627.91;30.9;1.03291;
3627.91;30.8;0;
3627.91;30.7;0;
3627.91;30.6;38.7924;
3627.91;30.5;0;
3627.91;30.4;0;
3627.91;30.3;0;
3627.91;30.2;0;
3660.54;30.1;33.8301;
3660.54;30;0;
3660.54;29.9;0;
3657.66;29.8;110.146;
3657.66;29.7;100;
3657.66;29.6;0;
3657.66;29.5;0;
3657.66;29.4;17.1094;
3657.66;29.3;0;
3652.11;29.2;120.921;
3629.76;29.1;215.591;
3629.76;29;0;
3611.81;28.9;186.048;
3611.81;28.8;25.3277;
3611.81;28.7;0;
3611.81;28.6;0.652761;
3611.81;28.5;0;
3611.81;28.4;0;
3611.81;28.3;0;
3584.62;28.2;262.309;
3584.62;28.1;0;
3584.62;28;2.96709;
3584.62;27.9;0;
3581.02;27.8;113.802;
3581.02;27.7;0;
3581.02;27.6;0;
3581.02;27.5;0;
3581.02;27.4;0;
3643.51;27.3;10.1397;
3643.51;27.2;0;
3655.36;27.1;64.5778;
3655.36;27;9.81466;
3655.36;26.9;77.6579;
3655.36;26.8;14.7649;
3655.36;26.7;7.79753;
3655.36;26.6;7.89187;
3655.36;26.5;0;
3655.17;26.4;100.727;
3739.71;26.3;4.01769;
3739.71;26.2;0;
3739.71;26.1;0;
3739.71;26;0;
3739.71;25.9;85.7144;
3771.02;25.8;29.706;
3771.02;25.7;0;
3771.02;25.6;0.939572;
3771.02;25.5;0;
3771.02;25.4;0;
3771.02;25.3;0.119028;
3771.02;25.2;0;
3771.02;25.1;0;
3771.02;25;11.3273;
3771.02;24.9;0;
3769.63;24.8;105.785;
3771.34;24.7;93.3045;
3771.34;24.6;0.937666;
3771.34;24.5;0;
3773.92;24.4;89.9573;
3773.92;24.3;19.3148;
3773.92;24.2;0.0279342;
3773.92;24.1;0;
3773.92;24;0;
3773.92;23.9;0.19959;
3773.92;23.8;0;
3773.92;23.7;0;
3773.92;23.6;0.531108;
3773.92;23.5;0;
3773.92;23.4;0;
3773.92;23.3;11.5917;
3773.92;23.2;5.33268;
3806.95;23.1;23.9415;
3806.95;23;0;
3806.95;22.9;0;
3806.95;22.8;4.84889;
3806.95;22.7;0.454197;
3778.47;22.6;352.569;
3778.47;22.5;0;
3778.47;22.4;0;
3773.28;22.3;126.176;
3773.28;22.2;0;
3777.38;22.1;83.0947;
3785.87;22;67.9841;
3785.87;21.9;2.65707;
3785.87;21.8;0;
3785.87;21.7;0;
3784.99;21.6;104.156;
3784.99;21.5;0;
3784.99;21.4;0;
3784.99;21.3;0;
3688.61;21.2;9426.57;
3688.61;21.1;15.8034;
3688.61;21;0;
3688.61;20.9;0;
3688.61;20.8;0.000383121;
3688.61;20.7;0;
3688.61;20.6;0;
3688.61;20.5;0;
3688.61;20.4;5.06518;
3688.61;20.3;0;
3688.61;20.2;2.30624;
3688.61;20.1;100;
3688.61;20;0;
3688.61;19.9;0;
3688.61;19.8;0;
3688.61;19.7;0;
3682.09;19.6;139.454;
3682.09;19.5;0;
3682.09;19.4;0;
3682.09;19.3;0;
3682.09;19.2;0;
3682.09;19.1;11.0007;
3682.09;19;0;
3682.09;18.9;0.668039;
3682.09;18.8;0;
3674.91;18.7;146.816;
3674.91;18.6;16.3483;
3674.91;18.5;0;
3674.91;18.4;0.0685499;
3673.9;18.3;105.651;
3673.9;18.2;0;
3673.9;18.1;0;
3540.01;18;170054;
3540.01;17.9;0;
3540.01;17.8;4.05408;
3540.01;17.7;0;
3540.01;17.6;0;
3540.01;17.5;6.1181;
3540.01;17.4;0.00183771;
3540.01;17.3;0;
3540.01;17.2;0;
3540.01;17.1;0;
3540.01;17;0.000119688;
3540.01;16.9;0;
3540.01;16.8;0;
3540.01;16.7;0;
3487.09;16.6;2423.99;
3487.09;16.5;0.384334;
3487.09;16.4;0;
3487.09;16.3;0.431506;
3487.09;16.2;5.28102;
3487.09;16.1;0;
3487.09;16;0;
3487.09;15.9;0;
3487.09;15.8;0;
3487.09;15.7;0;
3487.09;15.6;0;
3487.09;15.5;0.0967899;
3487.09;15.4;0;
3487.09;15.3;19.6043;
3487.09;15.2;0;
3487.09;15.1;3.75119;
3487.09;15;0;
3457.48;14.9;729.457;
3457.48;14.8;0;
3457.48;14.7;0;
3457.48;14.6;0;
3457.48;14.5;0.408506;
3457.48;14.4;0.392506;
3457.48;14.3;0.0308786;
3457.48;14.2;0;
3457.48;14.1;0;
3457.48;14;0;
3457.48;13.9;0;
3457.48;13.8;0;
3457.48;13.7;0.0998675;
3457.48;13.6;2.69928;
3457.48;13.5;0;
3457.48;13.4;0;
3456.08;13.3;111.099;
3436.06;13.2;455.587;
3436.06;13.1;0;
3436.06;13;0;
3436.06;12.9;0;
3436.06;12.8;0.198273;
3436.06;12.7;0;
3436.06;12.6;0.000399044;
3438.01;12.5;85.5329;
3438.01;12.4;0;
3438.01;12.3;0.704261;
3438.01;12.2;100;
3438.01;12.1;34.3112;
3438.01;12;0;
3438.01;11.9;0;
3438.01;11.8;0;
3438.01;11.7;0.0426669;
3438.01;11.6;0;
3438.01;11.5;0;
3438.01;11.4;0;
3438.01;11.3;0;
3438.01;11.2;0;
3438.01;11.1;0;
3438.01;11;0;
3438.01;10.9;0;
3438.01;10.8;0;
3403.72;10.7;2466.17;
3403.72;10.6;0;
3403.72;10.5;0;
3403.72;10.4;0;
3403.72;10.3;0;
3387.82;10.2;475.176;
3387.82;10.1;0;
3387.82;10;100;
3387.82;9.9;0;
3387.82;9.8;0;
3387.82;9.7;0;
3387.82;9.6;0;
3387.82;9.5;0.00060438;
3387.82;9.4;0;
3387.82;9.3;12.166;
3387.82;9.2;0;
3379.43;9.1;251.353;
3379.43;9;0;
3379.43;8.9;3.06004e-05;
3379.43;8.8;0;
3379.43;8.7;0;
3379.43;8.6;0;
3366.07;8.5;481.738;
3366.07;8.4;0;
3366.07;8.3;0;
3366.07;8.2;0.986459;
3366.07;8.1;0.00120216;
3366.07;8;0.0805158;
3366.07;7.9;0;
3366.07;7.8;0;
3366.07;7.7;0;
3366.07;7.6;0;
3366.07;7.5;0;
3366.07;7.4;0;
3366.07;7.3;20.7999;
3366.07;7.2;0;
3366.07;7.1;0;
3366.07;7;1.28224e-07;
3232.51;6.9;2.5483e+10;
3232.51;6.8;2.6087;
3232.51;6.7;0.0205475;
3232.51;6.6;0.00661727;
3232.51;6.5;0;
3232.51;6.4;0.00172267;
3232.51;6.3;28.379;
3250.24;6.2;5.7264;
3251.11;6.1;86.7246;
3251.11;6;3.72209e-07;
3251.11;5.9;0;
3251.11;5.8;0;
3251.11;5.7;0;
3251.11;5.6;0;
3251.11;5.5;0.00207771;
3251.11;5.4;0;
3251.11;5.3;0;
3251.11;5.2;0;
3251.11;5.1;100;
3251.11;5;0;
3251.11;4.9;0;
3251.11;4.8;2.06374e-10;
3251.11;4.7;0.0255008;
3251.11;4.6;11.7133;
3251.11;4.5;1.34975e-09;
3251.11;4.4;0;
3251.11;4.3;0;
3251.11;4.2;0;
3251.11;4.1;0;
3251.11;4;0;
3241.48;3.9;1183.47;
3241.48;3.8;0;
3241.48;3.7;6.72761e-10;
3241.48;3.6;0;
3241.48;3.5;1.9645e-06;
3241.48;3.4;0;
3241.48;3.3;2.2126e-20;
3241.48;3.2;9.165e-20;
3241.48;3.1;0;
3241.48;3;0.000825267;
3235.83;2.9;701.436;
3235.83;2.8;4.3563e-37;
3235.83;2.7;1.30742e-07;
3235.83;2.6;9.10739e-06;
3235.83;2.5;0;
3235.83;2.4;4.24486e-25;
3235.83;2.3;7.556e-48;
3235.83;2.2;0;
3235.83;2.1;0;
3235.83;2;0;
3235.83;1.9;0;
3235.83;1.8;2.77855e-15;
3235.83;1.7;2.55708e-24;
3235.83;1.6;0;
3232.55;1.5;886.139;
3232.55;1.4;7.81961e-54;
3232.55;1.3;0;
3232.55;1.2;0;
3232.55;1.1;0;
3232.55;1;1.13729e-38;
3232.55;0.900002;0;
3232.55;0.799995;1.12363e-30;
3232.55;0.699997;1.03142e-40;
3215.61;0.599998;1.82763e+14;
3215.61;0.5;0;
3215.61;0.400002;0;
3215.61;0.299995;0;
3215.61;0.199997;1.56181e-192;
3215.61;0.0999985;7.81016e-137;
3215.61;0;0;
3215.61;0;0;
3215.61;0;0;
3215.61;0;0;
3215.61;0;0;
3215.61;0;0;
3215.61;0;0;
3215.61;0;0;
3215.61;0;0;
3215.61;0;0;
3215.61;0;0;
3215.61;0;0;
3215.61;0;0;
3215.61;0;0;
3215.61;0;0;
3215.61;0;0;
3215.61;0;0;
3215.61;0;0;
3215.61;0;0;
3215.56;0;inf;
3215.56;0;0;
3215.56;0;0;
3215.56;0;0;
3215.56;0;0;
3215.56;0;0;
3215.56;0;0;
3215.56;0;0;
3215.56;0;0;
3215.56;0;0;
3215.56;0;0;
3215.56;0;0;
3215.56;0;0;
3215.56;0;0;
3215.56;0;0;
3215.56;0;0;
3215.56;0;0;
3215.56;0;0;
3215.56;0;-nan(ind);
3183.25;0;inf;
3183.25;0;0;
3183.25;0;0;
3183.25;0;0;
3183.25;0;0;
3183.25;0;0;
3183.25;0;0;
3183.25;0;0;
3183.25;0;0;
3183.25;0;0;
3183.25;0;0;
3183.25;0;0;
3183.25;0;0;
3183.25;0;0;
3183.25;0;0;
3183.25;0;0;
3183.25;0;0;
3183.25;0;0;
3183.25;0;0;
3183.25;0;0;
3183.25;0;0;
3183.25;0;0;
3183.25;0;0;
3183.25;0;0;
3183.25;0;0;
3183.25;0;0;
3171.03;0;inf;
3171.03;0;0;
3171.03;0;0;
3171.03;0;0;
3171.03;0;0;
3171.03;0;0;
3171.03;0;0;
3171.03;0;0;
3171.03;0;0;
3171.03;0;0;
3171.03;0;0;
3171.03;0;0;
3171.03;0;0;
3171.03;0;0;
3171.03;0;0;
3171.03;0;0;
3171.03;0;0;
3171.03;0;0;
3171.03;0;0;
3171.03;0;0;
3171.03;0;0;
3171.03;0;0;
3171.03;0;0;
3171.03;0;0;
3171.03;0;0;
3171.03;0;0;
3171.03;0;0;
3171.03;0;0;
3171.03;0;0;
3171.03;0;0;
3171.03;0;0;
3171.03;0;0;
3171.03;0;0;
3171.03;0;-nan(ind);
3171.03;0;-nan(ind);
3171.03;0;0;
