3079.16;3066.39;0.99981;3.53352e+07;11;
3066.39;3066.39;0.999449;100;30;
3066.39;3065.06;0.99924;377.969;41;
3065.06;3048.47;0.999202;1.63083e+09;43;
3048.47;3048.11;0.999145;142.301;46;
3048.11;3037.9;0.999126;2.76017e+06;47;
3037.9;3034.98;0.998956;1846.69;56;
3034.98;3034.98;0.998918;100;58;
3034.98;2988.08;0.998785;2.48459e+22;65;
2988.08;2957.27;0.998766;2.49312e+15;66;
2957.27;2957.27;0.99869;100;70;
2957.27;2954.26;0.998216;2046.63;95;
2954.26;2951.32;0.99814;1892.87;99;
2951.32;2940.88;0.998064;3.48333e+06;103;
2940.88;2925.56;0.998007;4.67016e+08;106;
2925.56;2878.31;0.997874;3.65345e+22;113;
2878.31;2835.3;0.997818;5.26888e+20;116;
2835.3;2800.52;0.99742;1.38989e+17;137;
2800.52;2799.79;0.997249;207.788;146;
2799.79;2772.02;0.99723;1.2447e+14;147;
2772.02;2735.37;0.996662;9.34483e+17;177;
2735.37;2735.37;0.99634;100;194;
2735.37;2726.8;0.996037;541285;210;
2726.8;2726.8;0.995111;100;259;
2726.8;2720.81;0.994827;41192.6;274;
2720.81;2716.28;0.994449;9569.26;294;
2716.28;2689.94;0.993713;3.23667e+13;333;
2689.94;2686.08;0.993392;4870.65;350;
2686.08;2667.48;0.993241;1.35687e+10;358;
2667.48;2661.45;0.992902;43296.1;376;
2661.45;2647.93;0.992845;8.21666e+07;379;
2647.93;2606.05;0.992317;2.13531e+20;407;
2606.05;2604.01;0.992261;785.202;410;
2604.01;2604.01;0.991884;100;430;
2604.01;2604.01;0.991865;100;431;
2604.01;2604.01;0.991112;100;471;
2604.01;2604.01;0.991055;100;474;
2604.01;2604.01;0.990867;100;484;
2604.01;2599.49;0.990547;9554.03;501;
2599.49;2694.26;0.99034;2.74437e-40;512;
2694.26;2692.15;0.99004;843.628;528;
2692.15;2692.15;0.989852;100;538;
2692.15;2681.85;0.989814;3.31086e+06;540;
2681.85;2669.27;0.989382;3.32272e+07;563;
2669.27;2669.77;0.989119;60.769;577;
2669.77;2669.77;0.988781;100;595;
2669.77;2638.89;0.988518;3.66907e+15;609;
2638.89;2614.26;0.98848;6.5995e+12;611;
2614.26;2604.5;0.988293;1.96356e+06;621;
2604.5;2604.5;0.988161;100;628;
2604.5;2604.5;0.987786;100;648;
2604.5;2604.5;0.98773;100;651;
2604.5;2595.93;0.98743;587647;667;
2595.93;2595.93;0.986905;100;695;
2595.93;2595.93;0.986849;100;698;
2595.93;2568.91;0.986343;7.85843e+13;725;
2568.91;2568.91;0.985987;100;744;
2568.91;2568.91;0.985407;100;775;
2568.91;2550.09;0.985089;1.99175e+10;792;
2550.09;2545.87;0.98451;7219.43;823;
2545.87;2534.01;0.984398;1.71714e+07;829;
2534.01;2534.01;0.984211;100;839;
2534.01;2534.01;0.984099;100;845;
2534.01;2531.32;0.983874;1531.25;857;
2531.32;2501.65;0.983856;1.25754e+15;858;
2501.65;2490.93;0.983594;5.40652e+06;872;
2490.93;2490.93;0.98324;100;891;
2490.93;2483.22;0.982587;254269;926;
2483.22;2483.22;0.981971;100;959;
2483.22;2476.29;0.981934;115951;961;
2476.29;2476.29;0.981654;100;976;
2476.29;2474.71;0.981543;503.85;982;
2474.71;2498.65;0.981375;2.54525e-09;991;
2498.65;2495.22;0.981096;3297.8;1006;
2495.22;2485.16;0.980574;2.86001e+06;1034;
2485.16;2561.59;0.980053;1.34175e-32;1062;
2561.59;2561.59;0.979607;100;1086;
2561.59;2560.31;0.979217;372.245;1107;
2560.31;2546.58;0.978585;1.24059e+08;1141;
2546.58;2548.39;0.978548;15.6678;1143;
2548.39;2548.39;0.978399;100;1151;
2548.39;2539.77;0.978028;669759;1171;
2539.77;2539.77;0.977286;100;1211;
2539.77;2539.34;0.97723;155.377;1214;
2539.34;2539.34;0.977119;100;1220;
2539.34;2536.11;0.976619;2733.27;1247;
2536.11;2531.88;0.974841;7665.48;1343;
2531.88;2532.01;0.974601;87.7243;1356;
2532.01;2528.73;0.97449;2885.15;1362;
2528.73;2477.96;0.974416;4.25135e+24;1366;
2477.96;2559.56;0.974046;4.16016e-35;1386;
2559.56;2559.56;0.972643;100;1462;
2559.56;2559.56;0.972292;100;1481;
2559.56;2559.56;0.972237;100;1484;
2559.56;2539.8;0.971518;6.79608e+10;1523;
2539.8;2511.96;0.971389;2.8062e+14;1530;
2511.96;2511.96;0.971112;100;1545;
2511.96;2500.35;0.970928;1.55042e+07;1555;
2500.35;2500.35;0.970818;100;1561;
2500.35;2500.1;0.970486;130.396;1579;
2500.1;2451.72;0.970044;4.54966e+23;1603;
2451.72;2451.72;0.969805;100;1616;
2451.72;2447.09;0.96964;11831.9;1625;
2447.09;2446.6;0.968776;166.433;1672;
2446.6;2444.79;0.967711;650.266;1730;
2444.79;2444.51;0.967142;133.611;1761;
2444.51;2444.51;0.967087;100;1764;
2444.51;2418.97;0.966867;2.94438e+13;1776;
2418.97;2508.47;0.966757;6.25851e-39;1782;
2508.47;2508.47;0.966702;100;1785;
2508.47;2508.47;0.965914;100;1828;
2508.47;2508.47;0.965547;100;1848;
2508.47;2484.35;0.965108;7.11855e+12;1872;
2484.35;2478.59;0.96306;39665.5;1984;
2478.59;2475.47;0.962403;2554.07;2020;
2475.47;2475.47;0.961582;100;2065;
2475.47;2475.47;0.959998;100;2152;
2475.47;2475.47;0.959816;100;2162;
2475.47;2475.47;0.959106;100;2201;
2475.47;2474.84;0.958779;193.762;2219;
2474.84;2474.84;0.958688;100;2224;
2474.84;2459.89;0.958525;5.93554e+08;2233;
2459.89;2455.82;0.958488;6934.27;2235;
2455.82;2455.82;0.958179;100;2252;
2455.82;2380.1;0.958089;2.11294e+36;2257;
2380.1;2380.1;0.95778;100;2274;
2380.1;2383.34;0.957744;3.39564;2276;
2383.34;2383.34;0.957707;100;2278;
2383.34;2380.35;0.957617;2277.15;2283;
2380.35;2380.35;0.957127;100;2310;
2380.35;2380.35;0.9568;100;2328;
2380.35;2380.35;0.956582;100;2340;
2380.35;2380.08;0.956311;132.647;2355;
2380.08;2380.08;0.956238;100;2359;
2380.08;2377.96;0.955966;919.62;2374;
2377.96;2336.2;0.955495;9.52254e+20;2400;
2336.2;2336.2;0.954753;100;2441;
2336.2;2336.2;0.954735;100;2442;
2336.2;2336.2;0.954536;100;2453;
2336.2;2336.2;0.954029;100;2481;
2336.2;2336.2;0.95374;100;2497;
2336.2;2336.2;0.952999;100;2538;
2336.2;2395.75;0.952368;6.96642e-26;2573;
2395.75;2374.38;0.951989;5.60192e+11;2594;
2374.38;2372.52;0.951844;712.863;2602;
2372.52;2370.85;0.951826;572.963;2603;
2370.85;2371.36;0.951051;58.5492;2646;
2371.36;2368.23;0.950691;2708.64;2666;
2368.23;2368.23;0.949629;100;2725;
2368.23;2368.23;0.949521;100;2731;
2368.23;2368.23;0.949179;100;2750;
2368.23;2361.96;0.948999;73935.3;2760;
2361.96;2354.16;0.948981;369968;2761;
2354.16;2354.16;0.94828;100;2800;
2354.16;2354.16;0.947993;100;2816;
2354.16;2354.16;0.946862;100;2879;
2354.16;2353.65;0.946826;171.205;2881;
2353.65;2353.65;0.946647;100;2891;
2353.65;2353.65;0.946593;100;2894;
2353.65;2350.39;0.946288;3137.79;2911;
2350.39;2350.39;0.945142;100;2975;
2350.39;2350.39;0.944748;100;2997;
2350.39;2350.39;0.944605;100;3005;
2350.39;2426.03;0.944068;1.5915e-33;3035;
2426.03;2400.52;0.943425;5.59186e+13;3071;
2400.52;2393.57;0.94271;158943;3111;
2393.57;2388.47;0.941657;22523.2;3170;
2388.47;2388.47;0.941443;100;3182;
2388.47;2388.47;0.939929;100;3267;
2388.47;2388.47;0.939324;100;3301;
2388.47;2563.82;0.93888;7.66593e-80;3326;
2563.82;2554.64;0.937867;1.79359e+06;3383;
2554.64;2554.64;0.937583;100;3399;
2554.64;2535;0.93682;1.27158e+11;3442;
2535;2534.9;0.936058;110.891;3485;
2534.9;2534.9;0.935137;100;3537;
2534.9;2534.9;0.934446;100;3576;
2534.9;2519.04;0.934022;2.3677e+09;3600;
2519.04;2519.04;0.933863;100;3609;
2519.04;2508.83;0.933509;5.67237e+06;3629;
2508.83;2507.9;0.933121;270.777;3651;
2507.9;2507.9;0.932803;100;3669;
2507.9;2507.9;0.932573;100;3682;
2507.9;2507.9;0.932185;100;3704;
2507.9;2511.33;0.931427;2.50973;3747;
2511.33;2511.33;0.930951;100;3774;
2511.33;2488.04;0.930775;7.32009e+12;3784;
2488.04;2488.04;0.930299;100;3811;
2488.04;2488.04;0.930264;100;3813;
2488.04;2488.04;0.929965;100;3830;
2488.04;2590.35;0.92993;1.66744e-46;3832;
2590.35;2590.03;0.929367;141.143;3864;
2590.03;2575.98;0.92898;3.68175e+08;3886;
2575.98;2575.98;0.928576;100;3909;
