3079.16;3051.37;0.999905;1.17973e+14;6;
3051.37;3050.81;0.999867;173.873;8;
3050.81;3025.69;0.999753;8.19396e+12;14;
3025.69;3017.64;0.999373;316885;34;
3017.64;2969.26;0.998861;1.0827e+23;61;
2969.26;2937.16;0.998766;9.08326e+15;66;
2937.16;3075.84;0.99814;4.56977e-59;99;
3075.84;3075.23;0.997799;183.768;117;
3075.23;3075.23;0.997363;100.217;140;
3075.23;3069.23;0.996946;40791.9;162;
3069.23;2999.98;0.995829;1.59812e+32;221;
2999.98;2999.98;0.99581;100;222;
2999.98;2997.52;0.995602;1174.8;233;
2997.52;2997.53;0.995394;99.783;244;
2997.53;2988.19;0.9953;1.18126e+06;249;
2988.19;2925.32;0.994714;2.81548e+29;280;
2925.32;2840.51;0.994468;1.08958e+39;293;
2840.51;2840.51;0.994015;100;317;
2840.51;2838.57;0.993581;705.856;340;
2838.57;2810.58;0.992543;1.77379e+14;395;
2810.58;2802.54;0.992449;329686;400;
2802.54;2780.07;0.992298;6.81368e+11;408;
2780.07;2780.07;0.991884;100;430;
2780.07;2774.42;0.991827;29957.7;433;
2774.42;2774.42;0.991714;100;439;
2774.42;2722.76;0.991413;4.26e+24;455;
2722.76;2728.46;0.99098;0.316392;478;
2728.46;2696.31;0.990679;1.24253e+16;494;
2696.31;2696.31;0.990566;100;500;
2696.31;2712.37;0.989457;8.95704e-06;559;
2712.37;2708.56;0.989081;4712.54;579;
2708.56;2708.56;0.989062;100;580;
2708.56;2708.56;0.988762;100;596;
2708.56;2708.56;0.987842;100;645;
2708.56;2704.61;0.987317;5418.42;673;
2704.61;2692.79;0.98728;1.59106e+07;675;
2692.79;2675.81;0.986643;2.96308e+09;709;
2675.81;2675.81;0.986455;100;719;
2675.81;2643.74;0.9861;1.33719e+16;738;
2643.74;2643.74;0.985912;100;748;
2643.74;2643.74;0.985894;100;749;
2643.74;2639.06;0.985707;11502.8;759;
2639.06;2628.63;0.985445;3.98031e+06;773;
2628.63;2622.73;0.98494;39692.8;800;
2622.73;2619.75;0.984827;2056.94;806;
2619.75;2618.65;0.984753;307.603;810;
2618.65;2617.55;0.984715;303.568;812;
2617.55;2609.55;0.98451;338792;823;
2609.55;2598.96;0.983314;4.75794e+06;887;
2598.96;2598.96;0.98227;100;943;
2598.96;2598.96;0.98199;100;958;
2598.96;2598.96;0.981934;100;961;
2598.96;2773.65;0.981878;5.39043e-76;964;
2773.65;2796.19;0.981804;1.07726e-08;968;
2796.19;2796.19;0.980723;100;1026;
2796.19;2828.41;0.980593;5.36976e-13;1033;
2828.41;2827.17;0.980239;353.782;1052;
2827.17;2827.17;0.980072;100;1061;
2827.17;2827.17;0.979588;100;1087;
2827.17;2818.97;0.979291;433026;1103;
2818.97;2818.97;0.978901;100;1124;
2818.97;2888.53;0.978715;1.35842e-29;1134;
2888.53;2850.09;0.978307;1.16225e+19;1156;
2850.09;2850.09;0.977972;100;1174;
2850.09;2850.09;0.977675;100;1190;
2850.09;2802.43;0.977546;1.48473e+23;1197;
2802.43;2802.43;0.977323;100;1209;
2802.43;2802.43;0.977304;100;1210;
2802.43;2767.4;0.977138;3.70543e+17;1219;
2767.4;2767.4;0.976822;100;1236;
